id,email,first_name,last_name,order_count,total_spent,state,currency,verified_email,accepts_marketing,email_marketing_consent_state,created_at,_weld_synced
100032,customer_d1e6b7d3d1@hotmail.com,Customer,100032,3,344.93,enabled,GBP,True,True,subscribed,2024-07-01 15:15:00,
100033,customer_3695266895@gmail.com,Customer,100033,2,109.95,enabled,GBP,True,False,not_subscribed,2024-07-01 08:46:00,
100034,customer_fc991ffed0@mail.com,Customer,100034,2,166.97,enabled,GBP,True,True,subscribed,2024-07-01 23:49:00,
100035,customer_840510458f@icloud.com,Customer,100035,3,247.93,enabled,GBP,True,False,not_subscribed,2024-07-01 11:16:00,
100036,customer_e6272e71ee@yahoo.co.uk,Customer,100036,2,104.94,enabled,GBP,True,False,not_subscribed,2024-07-01 23:48:00,
100037,customer_f90f6e6291@hotmail.com,Customer,100037,3,198.92,enabled,GBP,True,True,subscribed,2024-07-01 18:42:00,
100038,customer_f7aac76dc7@icloud.com,Customer,100038,5,329.89,enabled,GBP,True,True,subscribed,2024-07-01 20:07:00,
100039,customer_898867bb85@gmail.com,Customer,100039,3,101.96,enabled,GBP,True,True,subscribed,2024-07-01 23:14:00,
100040,customer_ee9604ba4c@protonmail.com,Customer,100040,2,170.95,enabled,GBP,True,True,subscribed,2024-07-01 07:14:00,
100041,customer_2dce5a845d@hotmail.com,Customer,100041,4,325.9,enabled,GBP,True,True,subscribed,2024-07-01 08:32:00,
100042,customer_b7704798a3@yahoo.co.uk,Customer,100042,2,135.96,enabled,GBP,True,False,not_subscribed,2024-07-01 23:08:00,
100043,customer_1ff2499a84@icloud.com,Customer,100043,2,137.95,enabled,GBP,True,False,not_subscribed,2024-07-01 21:15:00,
100044,customer_abaa211768@yahoo.co.uk,Customer,100044,2,191.94,enabled,GBP,True,False,not_subscribed,2024-07-01 09:06:00,
100045,customer_37d0f121db@outlook.com,Customer,100045,3,149.95,enabled,GBP,True,True,subscribed,2024-07-01 20:55:00,
100046,customer_019009b3db@protonmail.com,Customer,100046,2,123.96,enabled,GBP,True,False,not_subscribed,2024-07-01 09:03:00,
100047,customer_b805e08566@mail.com,Customer,100047,2,88.96,enabled,GBP,True,True,subscribed,2024-07-01 09:15:00,
100048,customer_ad5c9b084e@yahoo.co.uk,Customer,100048,3,305.9,enabled,GBP,True,False,not_subscribed,2024-07-01 19:11:00,
100049,customer_e71c080c44@gmail.com,Customer,100049,5,359.13,enabled,GBP,True,True,subscribed,2024-07-01 20:51:00,
100050,customer_8c85abec94@gmail.com,Customer,100050,2,110.95,enabled,GBP,True,False,not_subscribed,2024-07-01 23:53:00,
100051,,Customer,100051,1,16.99,enabled,GBP,False,False,not_subscribed,2024-07-01 08:59:00,
100052,customer_3de74f78d8@outlook.com,Customer,100052,2,127.69,enabled,GBP,True,True,subscribed,2024-07-01 21:30:00,
100053,customer_3e88b8a07f@gmail.com,Customer,100053,3,134.93,enabled,GBP,True,True,subscribed,2024-07-01 11:24:00,
100054,,Customer,100054,3,86.97,enabled,GBP,False,False,not_subscribed,2024-07-01 18:16:00,
100055,customer_25faa4a9fb@hotmail.com,Customer,100055,3,182.92,enabled,GBP,True,False,not_subscribed,2024-07-01 19:44:00,
100056,customer_520b85931c@icloud.com,Customer,100056,4,308.94,enabled,GBP,True,False,not_subscribed,2024-07-01 21:09:00,
100057,customer_9086cb7d92@gmail.com,Customer,100057,3,152.43,enabled,GBP,True,True,subscribed,2024-07-01 23:03:00,
100058,customer_ed1eebd76b@icloud.com,Customer,100058,3,204.93,enabled,GBP,True,True,subscribed,2024-07-01 21:32:00,
100059,customer_3cdf52a201@gmail.com,Customer,100059,3,295.32,enabled,GBP,True,False,not_subscribed,2024-07-01 22:05:00,
100060,customer_ff83098b47@gmail.com,Customer,100060,1,154.96,enabled,GBP,True,True,subscribed,2024-07-01 13:25:00,
100061,customer_4fce032e14@yahoo.co.uk,Customer,100061,3,234.94,enabled,GBP,True,False,not_subscribed,2024-07-01 07:39:00,
100062,customer_90bb643aaa@icloud.com,Customer,100062,1,21.59,enabled,GBP,True,False,not_subscribed,2024-07-01 22:20:00,
100063,customer_871841b1fe@protonmail.com,Customer,100063,3,204.22,enabled,GBP,True,True,subscribed,2024-07-01 16:15:00,
100064,customer_5e64b782c0@protonmail.com,Customer,100064,5,190.08,enabled,GBP,True,True,subscribed,2024-07-01 15:29:00,
100065,customer_d6afcb9684@gmail.com,Customer,100065,3,75.26,enabled,GBP,True,False,not_subscribed,2024-07-01 06:29:00,
100066,customer_f95c80f4c3@gmail.com,Customer,100066,3,96.95,enabled,GBP,True,False,not_subscribed,2024-07-01 08:34:00,
100067,customer_acf9a6e48e@hotmail.com,Customer,100067,3,144.95,enabled,GBP,True,True,subscribed,2024-07-01 08:56:00,
100068,customer_1a1372191a@outlook.com,Customer,100068,2,80.98,enabled,GBP,True,True,subscribed,2024-07-01 23:45:00,
100069,customer_5f5c15f5bb@mail.com,Customer,100069,2,90.97,enabled,GBP,True,False,not_subscribed,2024-07-01 22:00:00,
100070,customer_ee3bbef559@protonmail.com,Customer,100070,3,203.91,enabled,GBP,True,False,not_subscribed,2024-07-01 09:56:00,
100071,customer_e1fa867927@gmail.com,Customer,100071,3,206.51,enabled,GBP,True,True,subscribed,2024-07-01 23:09:00,
100072,customer_2951932140@protonmail.com,Customer,100072,1,24.99,enabled,GBP,True,False,not_subscribed,2024-07-01 16:13:00,
100073,customer_1bcf5760f8@icloud.com,Customer,100073,2,104.94,enabled,GBP,True,False,not_subscribed,2024-07-01 21:16:00,
100074,customer_6c10dd9d98@gmail.com,Customer,100074,3,201.93,enabled,GBP,True,False,not_subscribed,2024-07-01 19:53:00,
100075,customer_cf8aee46a3@mail.com,Customer,100075,3,161.54,enabled,GBP,True,True,subscribed,2024-07-01 10:40:00,
100076,customer_e7ebbcd1e0@outlook.com,Customer,100076,3,139.94,enabled,GBP,True,True,subscribed,2024-07-01 23:45:00,
100077,customer_57d486b8f4@gmail.com,Customer,100077,4,168.92,enabled,GBP,True,True,subscribed,2024-07-01 10:34:00,
100078,customer_6206c4599e@icloud.com,Customer,100078,1,44.98,enabled,GBP,True,True,subscribed,2024-07-01 10:27:00,
100079,customer_07e9e954d6@mail.com,Customer,100079,3,150.13,enabled,GBP,True,True,subscribed,2024-07-01 07:57:00,
100080,customer_423b99d83c@protonmail.com,Customer,100080,2,86.96,enabled,GBP,True,False,not_subscribed,2024-07-01 09:22:00,
100081,customer_cdda101035@outlook.com,Customer,100081,2,87.47,enabled,GBP,True,True,subscribed,2024-07-02 20:02:00,
100082,customer_ef5f18ea26@gmail.com,Customer,100082,4,239.89,enabled,GBP,True,False,not_subscribed,2024-07-02 08:39:00,
100083,customer_8efafd6713@icloud.com,Customer,100083,2,45.28,enabled,GBP,True,True,subscribed,2024-07-02 23:50:00,
100084,customer_37a2ad72a0@mail.com,Customer,100084,3,282.41,enabled,GBP,True,True,subscribed,2024-07-02 12:20:00,
100085,customer_4159b62fd5@gmail.com,Customer,100085,1,93.49,enabled,GBP,True,False,not_subscribed,2024-07-02 20:06:00,
100086,customer_07aa91ac1c@protonmail.com,Customer,100086,3,322.93,enabled,GBP,True,False,not_subscribed,2024-07-02 08:32:00,
100087,customer_db33e0e39e@protonmail.com,Customer,100087,3,118.93,enabled,GBP,True,True,subscribed,2024-07-02 20:28:00,
100088,customer_de8700d4f1@hotmail.com,Customer,100088,2,58.97,enabled,GBP,True,False,not_subscribed,2024-07-02 17:58:00,
100089,customer_3f00af8ffd@hotmail.com,Customer,100089,2,84.97,enabled,GBP,True,True,subscribed,2024-07-02 07:50:00,
100090,customer_7f454b59ac@hotmail.com,Customer,100090,2,132.48,enabled,GBP,True,True,subscribed,2024-07-02 09:35:00,
100091,customer_9f68a1cb32@protonmail.com,Customer,100091,2,147.95,enabled,GBP,True,True,subscribed,2024-07-02 10:21:00,
100092,customer_a5f1ee1d37@hotmail.com,Customer,100092,4,115.33,enabled,GBP,True,False,not_subscribed,2024-07-02 15:41:00,
100093,customer_2eb7ea88b4@icloud.com,Customer,100093,2,79.98,enabled,GBP,True,True,subscribed,2024-07-02 08:19:00,
100094,customer_03ab17ab1b@hotmail.com,Customer,100094,2,103.12,enabled,GBP,True,False,not_subscribed,2024-07-02 10:42:00,
100095,customer_7f21a741ed@protonmail.com,Customer,100095,1,21.98,enabled,GBP,True,False,not_subscribed,2024-07-02 22:05:00,
100096,customer_e50168ccb0@hotmail.com,Customer,100096,4,322.94,enabled,GBP,True,True,subscribed,2024-07-02 06:23:00,
100097,customer_8f1be10f49@hotmail.com,Customer,100097,4,215.92,enabled,GBP,True,False,not_subscribed,2024-07-02 21:12:00,
100098,customer_ae28d7ff32@gmail.com,Customer,100098,3,141.95,enabled,GBP,True,True,subscribed,2024-07-02 15:54:00,
100099,customer_d6c30eaad7@icloud.com,Customer,100099,3,120.94,enabled,GBP,True,False,not_subscribed,2024-07-02 22:02:00,
100100,customer_b9c93fbdfd@icloud.com,Customer,100100,2,134.98,enabled,GBP,True,False,not_subscribed,2024-07-02 10:38:00,
100101,customer_732e276ec8@mail.com,Customer,100101,4,337.93,enabled,GBP,True,True,subscribed,2024-07-02 11:46:00,
100102,customer_54ebda338d@protonmail.com,Customer,100102,2,157.95,enabled,GBP,True,True,subscribed,2024-07-02 13:28:00,
100103,customer_9ae26ff44c@mail.com,Customer,100103,4,134.94,enabled,GBP,True,False,not_subscribed,2024-07-02 20:14:00,
100104,customer_72984ef85c@mail.com,Customer,100104,3,103.96,enabled,GBP,True,True,subscribed,2024-07-02 21:57:00,
100105,customer_123faaaa42@icloud.com,Customer,100105,2,36.52,enabled,GBP,True,True,subscribed,2024-07-02 20:29:00,
100106,customer_207239975f@icloud.com,Customer,100106,4,229.32,enabled,GBP,True,False,not_subscribed,2024-07-02 22:26:00,
100107,customer_e690976207@mail.com,Customer,100107,2,52.98,enabled,GBP,True,False,not_subscribed,2024-07-02 10:55:00,
100108,customer_0292f9ba6f@mail.com,Customer,100108,2,53.47,enabled,GBP,True,False,not_subscribed,2024-07-02 17:35:00,
100109,customer_7e02bfbd51@icloud.com,Customer,100109,4,170.2,enabled,GBP,True,False,not_subscribed,2024-07-02 09:18:00,
100110,customer_c097dd6de0@outlook.com,Customer,100110,1,0,enabled,GBP,True,True,subscribed,2024-07-02 22:09:00,
100111,customer_261c19dfc2@yahoo.co.uk,Customer,100111,3,305.94,enabled,GBP,True,True,subscribed,2024-07-02 20:56:00,
100112,customer_9e76bff2cb@gmail.com,Customer,100112,2,123.97,enabled,GBP,True,True,subscribed,2024-07-02 18:32:00,
100113,customer_d6b0ba2b1e@gmail.com,Customer,100113,3,177.93,enabled,GBP,True,True,subscribed,2024-07-02 17:14:00,
100114,,Customer,100114,4,139.69,enabled,GBP,False,False,not_subscribed,2024-07-02 09:53:00,
100115,customer_d288c47eb8@yahoo.co.uk,Customer,100115,2,31.98,enabled,GBP,True,True,subscribed,2024-07-02 10:02:00,
100116,customer_fbcd2a15a3@protonmail.com,Customer,100116,1,50.97,enabled,GBP,True,False,not_subscribed,2024-07-02 10:48:00,
100117,customer_0dae14a9f1@gmail.com,Customer,100117,3,115.94,enabled,GBP,True,True,subscribed,2024-07-02 08:01:00,
100118,customer_06268af161@icloud.com,Customer,100118,1,69.99,enabled,GBP,True,False,not_subscribed,2024-07-02 22:27:00,
100119,customer_febfa0e1f5@hotmail.com,Customer,100119,1,24.99,enabled,GBP,True,True,subscribed,2024-07-02 09:03:00,
100120,customer_be7eb3f6fd@icloud.com,Customer,100120,5,214.92,enabled,GBP,True,False,not_subscribed,2024-07-02 20:04:00,
100121,customer_23567a7ad2@icloud.com,Customer,100121,3,277.93,enabled,GBP,True,False,not_subscribed,2024-07-02 23:01:00,
100122,customer_09169005f7@protonmail.com,Customer,100122,3,272.9,enabled,GBP,True,False,not_subscribed,2024-07-02 10:18:00,
100123,customer_4f2d3942f4@yahoo.co.uk,Customer,100123,1,22.99,enabled,GBP,True,False,not_subscribed,2024-07-02 19:11:00,
100124,customer_854c15a2cc@hotmail.com,Customer,100124,4,336.66,enabled,GBP,True,True,subscribed,2024-07-02 08:33:00,
100125,customer_4e18d87efd@icloud.com,Customer,100125,2,123.95,enabled,GBP,True,False,not_subscribed,2024-07-02 23:01:00,
100126,customer_939be06b51@protonmail.com,Customer,100126,5,195.2,enabled,GBP,True,False,not_subscribed,2024-07-02 18:23:00,
100127,customer_a017d7d673@mail.com,Customer,100127,4,131.45,enabled,GBP,True,True,subscribed,2024-07-02 08:22:00,
100128,customer_83fddfd0b8@gmail.com,Customer,100128,3,190.93,enabled,GBP,True,False,not_subscribed,2024-07-02 16:08:00,
100129,customer_ad069bc623@mail.com,Customer,100129,3,233.94,enabled,GBP,True,False,not_subscribed,2024-07-02 11:53:00,
100130,customer_c735e572d2@protonmail.com,Customer,100130,2,71.95,enabled,GBP,True,False,not_subscribed,2024-07-02 21:40:00,
100131,customer_47508d70e3@protonmail.com,Customer,100131,5,308.49,enabled,GBP,True,True,subscribed,2024-07-02 20:02:00,
100132,customer_76044e9f00@yahoo.co.uk,Customer,100132,2,54.98,enabled,GBP,True,True,subscribed,2024-07-02 07:20:00,
100133,customer_1a932f9d91@mail.com,Customer,100133,1,29.99,enabled,GBP,True,False,not_subscribed,2024-07-02 23:30:00,
100134,customer_1ed1deb70c@yahoo.co.uk,Customer,100134,3,80.47,enabled,GBP,True,False,not_subscribed,2024-07-02 15:22:00,
100135,customer_7e0f69ef2e@protonmail.com,Customer,100135,4,244.91,enabled,GBP,True,True,subscribed,2024-07-02 16:17:00,
100136,customer_9dbf2f9d9f@outlook.com,Customer,100136,3,186.73,enabled,GBP,True,True,subscribed,2024-07-02 20:57:00,
100137,customer_8b629967d2@yahoo.co.uk,Customer,100137,3,76.65,enabled,GBP,True,True,subscribed,2024-07-02 21:44:00,
100138,customer_8cf8af9aa0@icloud.com,Customer,100138,4,279.12,enabled,GBP,True,False,not_subscribed,2024-07-02 14:51:00,
100139,customer_c4455b885b@outlook.com,Customer,100139,3,363.1,enabled,GBP,True,True,subscribed,2024-07-02 11:34:00,
100140,customer_883a2921da@hotmail.com,Customer,100140,2,27.98,enabled,GBP,True,True,subscribed,2024-07-02 15:19:00,
100141,customer_15343cb35e@yahoo.co.uk,Customer,100141,1,69.98,enabled,GBP,True,False,not_subscribed,2024-07-02 20:22:00,
100142,customer_74a2b47e17@hotmail.com,Customer,100142,3,144.92,enabled,GBP,True,False,not_subscribed,2024-07-02 19:17:00,
100143,customer_edfdd5c750@gmail.com,Customer,100143,2,155.96,enabled,GBP,True,False,not_subscribed,2024-07-02 08:42:00,
100144,customer_c22aefc0c3@mail.com,Customer,100144,3,153.94,enabled,GBP,True,True,subscribed,2024-07-02 11:01:00,
100145,customer_ccd01d2a65@mail.com,Customer,100145,2,38.98,enabled,GBP,True,False,not_subscribed,2024-07-02 20:02:00,
100146,customer_a736bcf18f@protonmail.com,Customer,100146,4,450.9,enabled,GBP,True,True,subscribed,2024-07-02 17:23:00,
100147,customer_1fd5bb84f4@icloud.com,Customer,100147,4,128.9,enabled,GBP,True,False,not_subscribed,2024-07-02 10:43:00,
100148,customer_ad47273a7f@outlook.com,Customer,100148,2,63.47,enabled,GBP,True,True,subscribed,2024-07-02 08:36:00,
100149,customer_cd7e6a1f1e@hotmail.com,Customer,100149,1,189.46,enabled,GBP,True,True,subscribed,2024-07-02 14:15:00,
100150,customer_1c6a8424f0@yahoo.co.uk,Customer,100150,3,49.94,enabled,GBP,True,True,subscribed,2024-07-02 21:33:00,
100151,customer_df114e46aa@hotmail.com,Customer,100151,1,237.96,enabled,GBP,True,False,not_subscribed,2024-07-02 14:45:00,
100152,customer_18cd17cadb@hotmail.com,Customer,100152,5,154.92,enabled,GBP,True,False,not_subscribed,2024-07-02 21:12:00,
100153,customer_966fbc7903@mail.com,Customer,100153,1,126.97,enabled,GBP,True,False,not_subscribed,2024-07-03 18:40:00,
100154,customer_098132b164@outlook.com,Customer,100154,1,35.18,enabled,GBP,True,False,not_subscribed,2024-07-03 18:01:00,
100155,customer_fe177cf198@outlook.com,Customer,100155,2,192.94,enabled,GBP,True,False,not_subscribed,2024-07-03 19:24:00,
100156,,Customer,100156,1,29.99,enabled,GBP,False,False,not_subscribed,2024-07-03 12:13:00,
100157,customer_f27eb29a2f@mail.com,Customer,100157,3,99.94,enabled,GBP,True,False,not_subscribed,2024-07-03 08:36:00,
100158,customer_aea0f2fd37@yahoo.co.uk,Customer,100158,1,71.97,enabled,GBP,True,False,not_subscribed,2024-07-03 17:20:00,
100159,customer_72afd0c6a1@protonmail.com,Customer,100159,3,239.41,enabled,GBP,True,True,subscribed,2024-07-03 21:33:00,
100160,customer_70bf89b6ba@outlook.com,Customer,100160,3,126.95,enabled,GBP,True,True,subscribed,2024-07-03 18:37:00,
100161,customer_aa5680f4bd@outlook.com,Customer,100161,4,161.22,enabled,GBP,True,True,subscribed,2024-07-03 11:52:00,
100162,customer_7d9607fa08@icloud.com,Customer,100162,2,191.96,enabled,GBP,True,False,not_subscribed,2024-07-03 08:43:00,
100163,customer_6a158d6a15@hotmail.com,Customer,100163,3,81.97,enabled,GBP,True,True,subscribed,2024-07-03 09:11:00,
100164,customer_1f3c355208@outlook.com,Customer,100164,4,186.91,enabled,GBP,True,True,subscribed,2024-07-03 19:38:00,
100165,customer_ddd2b4ee16@yahoo.co.uk,Customer,100165,2,32.97,enabled,GBP,True,True,subscribed,2024-07-03 21:40:00,
100166,customer_84b3a23db0@yahoo.co.uk,Customer,100166,1,29.99,enabled,GBP,True,False,not_subscribed,2024-07-03 23:10:00,
100167,customer_139e69afc5@hotmail.com,Customer,100167,1,52.49,enabled,GBP,True,True,subscribed,2024-07-03 20:39:00,
100168,customer_285cd35bfa@gmail.com,Customer,100168,2,89.97,enabled,GBP,True,True,subscribed,2024-07-03 21:08:00,
100169,customer_d123a7a95b@icloud.com,Customer,100169,2,57.97,enabled,GBP,True,True,subscribed,2024-07-03 22:41:00,
100170,customer_609c9e7597@outlook.com,Customer,100170,1,54.98,enabled,GBP,True,False,not_subscribed,2024-07-03 20:31:00,
100171,customer_6565f24dc3@mail.com,Customer,100171,1,0,enabled,GBP,True,False,not_subscribed,2024-07-03 13:18:00,
100172,customer_3029c67181@hotmail.com,Customer,100172,3,215.14,enabled,GBP,True,True,subscribed,2024-07-03 11:49:00,
100173,customer_80915b4335@mail.com,Customer,100173,1,64.96,enabled,GBP,True,False,not_subscribed,2024-07-03 21:35:00,
100174,customer_b246fc3b99@hotmail.com,Customer,100174,2,306.94,enabled,GBP,True,False,not_subscribed,2024-07-03 23:52:00,
100175,customer_00f44b397e@mail.com,Customer,100175,1,107.95,enabled,GBP,True,False,not_subscribed,2024-07-03 07:48:00,
100176,customer_47a80d16b1@outlook.com,Customer,100176,5,282.93,enabled,GBP,True,False,not_subscribed,2024-07-03 09:47:00,
100177,customer_adc747c448@hotmail.com,Customer,100177,2,175.94,enabled,GBP,True,False,not_subscribed,2024-07-03 07:28:00,
100178,customer_9d433c3f64@gmail.com,Customer,100178,3,403.91,enabled,GBP,True,False,not_subscribed,2024-07-03 20:55:00,
100179,customer_8c0b575c96@yahoo.co.uk,Customer,100179,3,178.94,enabled,GBP,True,False,not_subscribed,2024-07-03 12:51:00,
100180,customer_8b39ea6d6d@mail.com,Customer,100180,3,134.94,enabled,GBP,True,False,not_subscribed,2024-07-03 19:10:00,
100181,customer_af07d431b3@mail.com,Customer,100181,3,218.92,enabled,GBP,True,False,not_subscribed,2024-07-03 12:51:00,
100182,customer_841d78b1dc@hotmail.com,Customer,100182,3,191.96,enabled,GBP,True,True,subscribed,2024-07-03 23:10:00,
100183,customer_4268c5ec21@hotmail.com,Customer,100183,3,154.93,enabled,GBP,True,False,not_subscribed,2024-07-03 14:54:00,
100184,customer_9bce8b9c80@mail.com,Customer,100184,4,109.95,enabled,GBP,True,False,not_subscribed,2024-07-03 09:08:00,
100185,customer_faf0310882@gmail.com,Customer,100185,4,151.91,enabled,GBP,True,False,not_subscribed,2024-07-03 14:55:00,
100186,customer_5fd4927768@yahoo.co.uk,Customer,100186,2,64.96,enabled,GBP,True,False,not_subscribed,2024-07-03 13:09:00,
100187,customer_82359a931c@mail.com,Customer,100187,4,270.89,enabled,GBP,True,False,not_subscribed,2024-07-03 18:31:00,
100188,customer_db78f3188c@protonmail.com,Customer,100188,3,261.94,enabled,GBP,True,False,not_subscribed,2024-07-03 19:24:00,
100189,customer_41fcae5b34@mail.com,Customer,100189,5,178.4,enabled,GBP,True,False,not_subscribed,2024-07-03 08:25:00,
100190,customer_65eb70244b@hotmail.com,Customer,100190,3,202.95,enabled,GBP,True,True,subscribed,2024-07-03 20:31:00,
100191,customer_a6511eab2d@mail.com,Customer,100191,2,159.96,enabled,GBP,True,True,subscribed,2024-07-03 08:46:00,
100192,customer_88a17ceb5a@protonmail.com,Customer,100192,2,73.96,enabled,GBP,True,False,not_subscribed,2024-07-03 17:54:00,
100193,customer_22ebf51b93@yahoo.co.uk,Customer,100193,4,204.9,enabled,GBP,True,False,not_subscribed,2024-07-03 19:52:00,
100194,customer_cf515ed8de@mail.com,Customer,100194,3,86.97,enabled,GBP,True,True,subscribed,2024-07-03 15:21:00,
100195,customer_91226848a6@mail.com,Customer,100195,1,109.99,enabled,GBP,True,True,subscribed,2024-07-03 21:50:00,
100196,customer_701a79c08d@gmail.com,Customer,100196,2,48.46,enabled,GBP,True,False,not_subscribed,2024-07-03 07:06:00,
100197,customer_5a9e26464e@gmail.com,Customer,100197,4,298.1,enabled,GBP,True,False,not_subscribed,2024-07-03 09:59:00,
100198,customer_f8976d7778@gmail.com,Customer,100198,2,122.94,enabled,GBP,True,True,subscribed,2024-07-03 19:12:00,
100199,customer_ff1a4f97d6@protonmail.com,Customer,100199,4,186.62,enabled,GBP,True,False,not_subscribed,2024-07-03 15:10:00,
100200,customer_33814acc0b@gmail.com,Customer,100200,4,170.93,enabled,GBP,True,False,not_subscribed,2024-07-03 17:16:00,
100201,customer_7c7523f13e@protonmail.com,Customer,100201,2,68.97,enabled,GBP,True,False,not_subscribed,2024-07-03 11:03:00,
100202,customer_be9bbf8e7c@protonmail.com,Customer,100202,3,145.95,enabled,GBP,True,True,subscribed,2024-07-03 13:27:00,
100203,customer_28547a00a3@gmail.com,Customer,100203,1,49.99,enabled,GBP,True,False,not_subscribed,2024-07-03 12:30:00,
100204,customer_58bf02d3c7@icloud.com,Customer,100204,3,110.96,enabled,GBP,True,False,not_subscribed,2024-07-03 20:00:00,
100205,,Customer,100205,1,28.98,enabled,GBP,False,False,not_subscribed,2024-07-03 16:52:00,
100206,customer_11bb4882f5@protonmail.com,Customer,100206,1,35.98,enabled,GBP,True,False,not_subscribed,2024-07-03 10:30:00,
100207,customer_e8b04b8f24@protonmail.com,Customer,100207,4,350.43,enabled,GBP,True,True,subscribed,2024-07-03 09:06:00,
100208,customer_6b9b8c636f@yahoo.co.uk,Customer,100208,2,55.41,enabled,GBP,True,False,not_subscribed,2024-07-03 18:49:00,
100209,customer_a2c69b11f0@protonmail.com,Customer,100209,3,63.41,enabled,GBP,True,False,not_subscribed,2024-07-03 10:04:00,
100210,customer_31f4a9ac89@protonmail.com,Customer,100210,3,142.65,enabled,GBP,True,True,subscribed,2024-07-03 11:28:00,
100211,customer_deee702022@protonmail.com,Customer,100211,2,102.64,enabled,GBP,True,True,subscribed,2024-07-03 10:58:00,
100212,customer_e0e0914796@mail.com,Customer,100212,3,115.94,enabled,GBP,True,False,not_subscribed,2024-07-03 12:05:00,
